COUNTY,INDEXYEAR,LOCATION,POPULATION,TOTAL,RATE,PRSNTOTAL,PRSNRATE,MURDER,MANSLAUGHTER,FORCIBLE_SEX,ASSAULT,NON_FORCIBLE_SEX,KIDNAPPING_ABDUCTION,HUMAN_TRAFFICKING,VIOL_OF_NO_CONTACT,PRPRTYTOTAL,PRPRTYRATE,ARSON,BRIBERY,BURGLARY,COUNTERFEITING_FORGERY,DESTRUCTION_OF_PROPERTY,EXTORTION_BLACKMAIL,ROBBERY,THEFT,SCTYTOTAL,SCTYRATE,DRUG_VIOLATIONS,GAMBLING_VIOLATIONS,PORNOGRAPHY,PROSTITUTION,WEAPON_LAW_VIOLATION,ANIMAL_CRUELTY
FRANKLIN,2014,Connell Police Department,5330,162,30.39,57,10.69,1,0,4,38,1,1,0,12,93,17.45,1,0,13,1,44,0,0,34,12,2.25,10,0,0,0,2,0
FRANKLIN,2015,Connell Police Department,5405,161,29.79,45,8.33,0,0,4,27,0,2,0,12,102,18.87,0,0,14,1,59,0,0,28,14,2.59,13,0,0,0,1,0
FRANKLIN,2016,Connell Police Department,5365,122,22.74,31,5.78,0,0,0,23,0,0,0,8,69,12.86,1,0,8,1,27,0,0,32,22,4.1,19,0,0,0,3,0
FRANKLIN,2017,Connell Police Department,5450,134,24.59,69,12.66,0,0,6,42,0,2,0,19,55,10.09,0,0,8,0,25,0,1,21,10,1.83,8,0,0,0,2,0
FRANKLIN,2018,Connell Police Department,5460,126,23.08,47,8.61,0,0,2,36,0,0,0,9,66,12.09,0,0,7,1,34,0,0,24,13,2.38,10,0,0,0,3,0
FRANKLIN,2019,Connell Police Department,5500,154,28,58,10.55,0,0,5,37,0,1,0,15,76,13.82,0,0,16,0,23,1,0,36,20,3.64,13,0,1,0,6,0
FRANKLIN,2020,Connell Police Department,5500,95,17.27,41,7.45,0,0,4,28,2,1,0,6,46,8.36,0,0,5,1,16,0,0,24,8,1.45,5,0,1,0,1,1
FRANKLIN,2012,Franklin County Sheriffs Office,14510,573,39.49,134,9.24,0,0,19,88,1,0,0,26,345,23.78,0,0,71,3,73,0,2,196,94,6.48,77,0,1,2,14,0
FRANKLIN,2013,Franklin County Sheriffs Office,13850,484,34.95,124,8.95,1,0,8,85,0,1,0,29,307,22.17,7,0,53,3,64,0,2,178,53,3.83,38,0,1,1,13,0
FRANKLIN,2014,Franklin County Sheriffs Office,13500,412,30.52,117,8.67,0,0,9,83,1,5,0,19,240,17.78,5,0,30,1,67,1,2,134,55,4.07,33,0,0,0,22,0
FRANKLIN,2015,Franklin County Sheriffs Office,13505,505,37.39,157,11.63,2,0,20,102,0,3,0,30,275,20.36,5,0,50,7,84,1,0,128,73,5.41,59,0,1,1,12,0
FRANKLIN,2016,Franklin County Sheriffs Office,12745,502,39.39,138,10.83,0,0,11,103,5,3,0,16,305,23.93,7,0,64,8,95,0,3,128,59,4.63,51,0,1,0,7,0
FRANKLIN,2017,Franklin County Sheriffs Office,13200,506,38.33,149,11.29,0,0,1,128,0,0,0,20,287,21.74,6,1,42,11,82,2,1,142,70,5.3,56,0,1,0,11,2
FRANKLIN,2018,Franklin County Sheriffs Office,13490,510,37.81,186,13.79,0,0,12,138,0,2,0,34,233,17.27,4,0,24,4,79,2,5,115,91,6.75,81,0,0,0,9,1
FRANKLIN,2019,Franklin County Sheriffs Office,13890,539,38.8,169,12.17,1,0,14,125,1,1,0,27,269,19.37,3,0,49,4,74,0,4,135,101,7.27,89,0,1,0,9,2
FRANKLIN,2020,Franklin County Sheriffs Office,14160,569,40.18,144,10.17,1,0,15,104,0,6,0,18,339,23.94,8,0,39,9,63,6,1,213,86,6.07,71,0,0,0,14,1
FRANKLIN,2012,Pasco Police Department,62670,4445,70.93,1105,17.63,1,0,109,756,2,28,0,209,2799,44.66,11,0,435,52,676,2,42,1581,541,8.63,446,0,3,7,85,0
FRANKLIN,2013,Pasco Police Department,65600,4271,65.11,1159,17.67,0,1,104,819,1,33,0,201,2765,42.15,15,0,382,48,724,7,29,1560,347,5.29,276,0,3,3,65,0
FRANKLIN,2014,Pasco Police Department,67770,3935,58.06,1113,16.42,4,0,96,797,3,23,0,190,2402,35.44,17,1,309,35,561,1,31,1447,420,6.2,356,1,4,5,54,0
FRANKLIN,2015,Pasco Police Department,69351,4006,57.76,1113,16.05,3,0,100,780,4,22,0,204,2442,35.21,32,0,306,41,572,1,40,1450,451,6.5,368,0,3,11,69,0
FRANKLIN,2016,Pasco Police Department,70568,4309,61.06,1038,14.71,2,0,102,727,6,3,0,198,2744,38.88,17,0,308,59,687,2,34,1637,527,7.47,433,0,7,8,79,0
FRANKLIN,2017,Pasco Police Department,71680,4324,60.32,1188,16.57,1,0,92,826,8,18,0,243,2566,35.8,16,0,260,44,636,10,43,1557,570,7.95,465,0,10,9,82,4
FRANKLIN,2018,Pasco Police Department,73595,4206,57.15,1277,17.35,5,0,127,911,2,13,1,218,2363,32.11,15,0,253,61,579,4,34,1417,566,7.69,440,0,17,9,97,3
FRANKLIN,2019,Pasco Police Department,75290,4284,56.9,1162,15.43,1,2,117,783,4,27,0,228,2519,33.46,13,0,189,51,669,3,42,1552,603,8.01,483,0,11,3,103,3
FRANKLIN,2020,Pasco Police Department,77100,4273,55.42,1040,13.49,3,0,94,677,2,20,0,244,2785,36.12,22,0,245,35,654,6,62,1761,448,5.81,365,0,14,1,64,4
GARFIELD,2012,COUNTY TOTAL,2250,145,64.4,37,16.4,0,0,4,21,0,0,0,12,76,33.8,1,0,16,0,17,0,0,42,32,14.2,23,0,1,1,7,0
GARFIELD,2013,COUNTY TOTAL,2250,164,72.9,67,29.8,0,0,2,54,0,0,0,11,72,32,0,0,7,1,15,0,0,49,25,11.1,17,0,0,0,8,0
GARFIELD,2014,COUNTY TOTAL,2240,124,55.4,47,21,0,0,2,43,0,0,0,2,58,25.9,0,0,9,3,16,0,0,30,19,8.5,13,0,0,0,6,0
GARFIELD,2015,COUNTY TOTAL,2260,183,81,82,36.3,0,0,12,50,2,0,0,18,72,31.9,1,0,9,1,21,0,0,40,29,12.8,18,0,0,0,11,0
GARFIELD,2016,COUNTY TOTAL,2200,167,75.9,53,24.1,0,0,8,33,0,1,0,11,88,40,1,0,31,0,22,0,0,34,26,11.8,19,0,0,0,7,0
GARFIELD,2017,COUNTY TOTAL,2200,126,57.3,61,27.7,0,0,6,41,0,0,0,14,45,20.5,1,0,16,0,8,0,0,20,20,9.1,12,0,0,0,7,1
GARFIELD,2018,COUNTY TOTAL,2210,157,71,60,27.1,0,0,7,42,0,0,0,11,62,28.1,0,0,9,0,9,0,0,44,35,15.8,26,0,0,0,9,0
GARFIELD,2019,COUNTY TOTAL,2220,63,28.4,25,11.3,0,0,3,17,0,0,0,5,20,9,1,0,2,0,5,0,0,12,18,8.1,13,0,0,0,5,0
GARFIELD,2020,COUNTY TOTAL,2225,90,40.4,43,19.3,0,0,2,40,0,0,0,1,30,13.5,0,0,4,0,10,0,0,16,17,7.6,9,0,0,0,8,0
GARFIELD,2012,Garfield County Sheriffs Office,2250,145,64.44,37,16.44,0,0,4,21,0,0,0,12,76,33.78,1,0,16,0,17,0,0,42,32,14.22,23,0,1,1,7,0
GARFIELD,2013,Garfield County Sheriffs Office,2250,164,72.89,67,29.78,0,0,2,54,0,0,0,11,72,32,0,0,7,1,15,0,0,49,25,11.11,17,0,0,0,8,0
GARFIELD,2014,Garfield County Sheriffs Office,2240,124,55.36,47,20.98,0,0,2,43,0,0,0,2,58,25.89,0,0,9,3,16,0,0,30,19,8.48,13,0,0,0,6,0
GARFIELD,2015,Garfield County Sheriffs Office,2260,183,80.97,82,36.28,0,0,12,50,2,0,0,18,72,31.86,1,0,9,1,21,0,0,40,29,12.83,18,0,0,0,11,0
GARFIELD,2016,Garfield County Sheriffs Office,2200,167,75.91,53,24.09,0,0,8,33,0,1,0,11,88,40,1,0,31,0,22,0,0,34,26,11.82,19,0,0,0,7,0
GARFIELD,2017,Garfield County Sheriffs Office,2200,126,57.27,61,27.73,0,0,6,41,0,0,0,14,45,20.45,1,0,16,0,8,0,0,20,20,9.09,12,0,0,0,7,1
GARFIELD,2018,Garfield County Sheriffs Office,2210,157,71.04,60,27.15,0,0,7,42,0,0,0,11,62,28.05,0,0,9,0,9,0,0,44,35,15.84,26,0,0,0,9,0
GARFIELD,2019,Garfield County Sheriffs Office,2220,63,28.38,25,11.26,0,0,3,17,0,0,0,5,20,9.01,1,0,2,0,5,0,0,12,18,8.11,13,0,0,0,5,0
GARFIELD,2020,Garfield County Sheriffs Office,2225,90,40.45,43,19.33,0,0,2,40,0,0,0,1,30,13.48,0,0,4,0,10,0,0,16,17,7.64,9,0,0,0,8,0
GRANT,2012,COUNTY TOTAL,85945,7418,86.3,1531,17.8,5,0,93,1174,6,22,0,231,5288,61.5,24,1,910,59,1221,2,49,3022,599,7,513,0,3,0,83,0
GRANT,2013,COUNTY TOTAL,90289,7515,83.2,1470,16.3,2,0,82,1151,3,21,0,211,5615,62.2,20,0,1029,86,1114,4,44,3318,430,4.8,333,0,5,0,92,0
GRANT,2014,COUNTY TOTAL,91371,7216,79,1564,17.1,3,0,66,1247,10,37,0,201,5130,56.1,25,0,880,82,1059,0,42,3042,522,5.7,439,0,4,0,79,0
GRANT,2015,COUNTY TOTAL,93930,7234,77,1476,15.7,4,0,67,1149,6,26,0,224,5271,56.1,26,1,938,54,1097,2,45,3108,487,5.2,420,0,1,1,65,0
GRANT,2016,COUNTY TOTAL,94610,7155,75.6,1524,16.1,3,1,53,1202,5,31,0,229,5062,53.5,12,0,935,70,962,1,33,3049,569,6,486,0,4,1,78,0
GRANT,2017,COUNTY TOTAL,95630,6166,64.5,1444,15.1,4,0,56,1148,5,26,0,205,4168,43.6,6,0,660,62,762,2,40,2636,554,5.8,458,0,6,2,88,0
GRANT,2018,COUNTY TOTAL,92450,5694,61.6,1203,13,0,0,73,920,6,28,0,176,4046,43.8,10,0,684,90,731,0,24,2507,445,4.8,365,0,8,0,65,7
GRANT,2019,COUNTY TOTAL,98740,4879,49.4,1183,12,0,0,80,918,3,33,0,149,3241,32.8,22,1,614,39,490,3,27,2045,455,4.6,350,0,4,1,92,8
GRANT,2020,COUNTY TOTAL,100130,5511,55,1244,12.4,4,0,61,924,2,27,0,226,3846,38.4,11,1,575,49,627,3,32,2548,421,4.2,330,0,2,0,79,10
GRANT,2012,Ephrata Police Department,7750,709,91.48,146,18.84,1,0,21,97,0,6,0,21,497,64.13,1,1,96,3,66,0,6,324,66,8.52,64,0,0,0,2,0
GRANT,2013,Ephrata Police Department,7870,662,84.12,110,13.98,0,0,7,87,0,0,0,16,509,64.68,2,0,102,4,56,0,2,343,43,5.46,37,0,2,0,4,0
GRANT,2014,Ephrata Police Department,7930,552,69.61,110,13.87,1,0,5,86,0,2,0,16,407,51.32,0,0,49,2,22,0,6,328,35,4.41,33,0,0,0,2,0
GRANT,2015,Ephrata Police Department,7985,561,70.26,88,11.02,0,0,4,71,3,0,0,10,446,55.85,1,0,73,1,30,0,4,337,27,3.38,24,0,0,0,3,0
GRANT,2016,Ephrata Police Department,8020,673,83.92,155,19.33,0,1,6,113,0,3,0,32,473,58.98,0,0,97,1,18,0,3,354,45,5.61,42,0,1,0,2,0
GRANT,2017,Ephrata Police Department,8005,692,86.45,160,19.99,0,0,7,127,0,3,0,23,481,60.09,0,0,95,3,7,0,4,372,51,6.37,37,0,2,0,12,0
GRANT,2018,Ephrata Police Department,8130,743,91.39,181,22.26,0,0,17,128,0,3,0,33,515,63.35,2,0,94,18,20,0,3,378,47,5.78,34,0,2,0,8,3
GRANT,2019,Ephrata Police Department,8180,708,86.55,152,18.58,0,0,10,103,0,14,0,25,490,59.9,2,0,107,8,24,2,1,346,66,8.07,49,0,1,0,15,1
GRANT,2020,Ephrata Police Department,8210,706,85.99,133,16.2,0,0,10,96,0,1,0,26,528,64.31,0,0,91,12,33,2,5,385,45,5.48,31,0,1,0,8,5
GRANT,2012,Grand Coulee Police Department,2030,156,76.85,44,21.67,0,0,1,39,0,2,0,2,99,48.77,0,0,30,0,15,0,0,54,13,6.4,13,0,0,0,0,0
GRANT,2013,Grand Coulee Police Department,2055,119,57.91,31,15.09,0,0,1,28,0,0,0,2,86,41.85,1,0,24,1,14,0,1,45,2,0.97,0,0,0,0,2,0
GRANT,2014,Grand Coulee Police Department,2060,113,54.85,28,13.59,0,0,2,24,0,0,0,2,83,40.29,0,0,24,0,14,0,3,42,2,0.97,1,0,1,0,0,0
GRANT,2015,Grand Coulee Police Department,2060,143,69.42,47,22.82,0,0,0,41,0,0,0,6,93,45.15,1,0,23,6,20,0,1,42,3,1.46,2,0,1,0,0,0
GRANT,2016,Grand Coulee Police Department,2055,219,106.57,38,18.49,0,0,0,34,0,0,0,4,175,85.16,0,0,58,1,14,0,1,101,6,2.92,6,0,0,0,0,0
GRANT,2017,Grand Coulee Police Department,2075,175,84.34,44,21.2,0,0,0,36,0,2,0,6,122,58.8,0,0,31,4,16,1,0,70,9,4.34,8,0,0,0,1,0
GRANT,2018,Grand Coulee Police Department,2085,140,67.15,35,16.79,0,0,0,31,1,1,0,2,93,44.6,0,0,31,0,13,0,0,49,12,5.76,11,0,0,0,1,0
GRANT,2019,Grand Coulee Police Department,2085,127,60.91,36,17.27,0,0,7,23,0,0,0,6,84,40.29,0,0,21,2,14,0,0,47,7,3.36,5,0,0,0,0,2
GRANT,2020,Grand Coulee Police Department,2085,133,63.79,38,18.23,0,0,3,27,0,4,0,4,86,41.25,0,0,26,0,23,0,0,37,9,4.32,7,0,0,0,1,1
GRANT,2012,Grant County Sheriffs Office,41895,2569,61.32,582,13.89,3,0,41,429,5,10,0,94,1825,43.56,10,0,360,14,402,2,13,1024,162,3.87,139,0,1,0,22,0
GRANT,2013,Grant County Sheriffs Office,42660,2682,62.87,535,12.54,2,0,37,420,2,6,0,68,2036,47.73,10,0,436,15,453,1,10,1111,111,2.6,81,0,1,0,29,0
GRANT,2014,Grant County Sheriffs Office,43165,2439,56.5,573,13.27,1,0,23,478,7,9,0,55,1759,40.75,14,0,363,11,359,0,7,1005,107,2.48,88,0,0,0,19,0
GRANT,2015,Grant County Sheriffs Office,43535,2310,53.06,512,11.76,2,0,21,407,1,4,0,77,1718,39.46,18,0,413,14,365,0,6,902,80,1.84,65,0,0,0,15,0
GRANT,2016,Grant County Sheriffs Office,43820,2325,53.06,481,10.98,2,0,19,388,4,9,0,59,1723,39.32,7,0,365,8,328,0,8,1007,121,2.76,97,0,0,0,24,0
GRANT,2017,Grant County Sheriffs Office,44130,1912,43.33,445,10.08,2,0,19,368,0,5,0,51,1348,30.55,4,0,281,12,283,0,12,756,119,2.7,91,0,0,0,28,0
GRANT,2018,Grant County Sheriffs Office,44470,1614,36.29,369,8.3,0,0,36,282,2,4,0,45,1165,26.2,2,0,278,10,209,0,6,660,80,1.8,64,0,2,0,13,1
GRANT,2019,Grant County Sheriffs Office,44970,1686,37.49,471,10.47,0,0,52,352,2,6,0,59,1147,25.51,16,0,211,7,194,0,6,713,68,1.51,53,0,0,0,14,1
GRANT,2020,Grant County Sheriffs Office,45350,1970,43.44,479,10.56,4,0,31,354,1,12,0,77,1442,31.8,5,0,231,10,264,0,9,923,49,1.08,35,0,0,0,14,0
GRANT,2013,Mattawa Police Department,4540,95,20.93,22,4.85,0,0,1,19,1,0,0,1,64,14.1,0,0,9,0,8,0,0,47,9,1.98,8,0,0,0,1,0
GRANT,2014,Mattawa Police Department,4460,69,15.47,21,4.71,0,0,1,14,0,2,0,4,42,9.42,0,0,2,0,7,0,0,33,6,1.35,4,0,0,0,2,0
GRANT,2015,Mattawa Police Department,4535,60,13.23,23,5.07,0,0,3,16,0,2,0,2,33,7.28,0,0,4,0,4,0,1,24,4,0.88,4,0,0,0,0,0
GRANT,2016,Mattawa Police Department,4625,61,13.19,14,3.03,0,0,1,10,0,0,0,3,43,9.3,1,0,5,0,3,0,2,32,4,0.86,4,0,0,0,0,0
GRANT,2017,Mattawa Police Department,4805,96,19.98,16,3.33,0,0,2,12,0,0,0,2,77,16.02,0,0,16,1,11,0,1,48,3,0.62,2,0,0,0,1,0
GRANT,2019,Mattawa Police Department,4920,32,6.5,1,0.2,0,0,0,1,0,0,0,0,28,5.69,0,0,3,1,3,0,0,21,3,0.61,0,0,0,0,3,0
GRANT,2020,Mattawa Police Department,4955,69,13.93,20,4.04,0,0,0,20,0,0,0,0,42,8.48,0,0,2,0,11,1,0,28,7,1.41,6,0,0,0,1,0
GRANT,2012,Moses Lake Police Department,20950,3004,143.39,550,26.25,1,0,19,442,0,4,0,84,2167,103.44,11,0,295,38,417,0,27,1379,287,13.7,233,0,2,0,52,0
GRANT,2013,Moses Lake Police Department,21250,3017,141.98,616,28.99,0,0,30,460,0,13,0,113,2179,102.54,4,0,328,66,350,3,28,1400,222,10.45,173,0,2,0,47,0
GRANT,2014,Moses Lake Police Department,21600,2983,138.1,639,29.58,1,0,30,482,3,17,0,106,2030,93.98,8,0,286,69,343,0,21,1303,314,14.54,264,0,3,0,47,0
GRANT,2015,Moses Lake Police Department,22080,2954,133.79,608,27.54,1,0,30,442,2,15,0,118,2043,92.53,3,1,274,31,282,2,29,1421,303,13.72,262,0,0,1,40,0
GRANT,2016,Moses Lake Police Department,22250,2803,125.98,589,26.47,1,0,18,461,1,16,0,92,1894,85.12,4,0,262,56,302,1,12,1257,320,14.38,269,0,1,1,49,0
GRANT,2017,Moses Lake Police Department,22720,2331,102.6,538,23.68,0,0,24,422,2,13,0,77,1467,64.57,2,0,165,39,198,1,19,1043,326,14.35,292,0,3,2,29,0
GRANT,2018,Moses Lake Police Department,23660,1993,84.23,372,15.72,0,0,13,304,1,10,0,44,1398,59.09,3,0,178,53,178,0,11,975,223,9.43,194,0,4,0,24,1
GRANT,2019,Moses Lake Police Department,24220,1618,66.8,365,15.07,0,0,6,308,1,9,0,41,1002,41.37,3,1,163,9,118,1,17,690,251,10.36,199,0,3,1,45,3
GRANT,2020,Moses Lake Police Department,24620,1888,76.69,361,14.66,0,0,5,288,1,4,0,63,1265,51.38,5,0,135,21,158,0,17,929,262,10.64,222,0,1,0,37,2
GRANT,2012,Quincy Police Department,6945,651,93.74,141,20.3,0,0,9,107,1,0,0,24,455,65.51,1,0,103,2,206,0,1,142,55,7.92,51,0,0,0,4,0
GRANT,2013,Quincy Police Department,7019,696,99.16,122,17.38,0,0,6,106,0,1,0,9,542,77.22,2,0,106,0,161,0,1,272,32,4.56,27,0,0,0,5,0
GRANT,2014,Quincy Police Department,7236,861,118.99,147,20.32,0,0,3,122,0,7,0,15,661,91.35,2,0,146,0,259,0,2,252,53,7.32,45,0,0,0,8,0
GRANT,2015,Quincy Police Department,7270,907,124.76,133,18.29,0,0,7,113,0,5,0,8,719,98.9,1,0,124,2,320,0,4,268,55,7.57,51,0,0,0,4,0
GRANT,2016,Quincy Police Department,7345,760,103.47,152,20.69,0,0,6,119,0,3,0,24,557,75.83,0,0,102,2,249,0,5,199,51,6.94,47,0,1,0,3,0
GRANT,2017,Quincy Police Department,7370,627,85.07,115,15.6,2,0,3,93,2,2,0,13,480,65.13,0,0,44,2,206,0,2,226,32,4.34,18,0,1,0,13,0
GRANT,2018,Quincy Police Department,7510,846,112.65,129,17.18,0,0,6,94,0,5,0,24,653,86.95,3,0,81,5,242,0,2,320,64,8.52,49,0,0,0,14,1
GRANT,2019,Quincy Police Department,7720,420,54.4,88,11.4,0,0,3,69,0,3,0,13,301,38.99,1,0,71,8,99,0,2,120,31,4.02,21,0,0,0,10,0
GRANT,2020,Quincy Police Department,7930,453,57.12,132,16.65,0,0,5,86,0,3,0,38,287,36.19,0,1,49,3,93,0,0,141,34,4.29,22,0,0,0,10,2
GRANT,2012,Royal City Police Department,2160,82,37.96,15,6.94,0,0,0,15,0,0,0,0,59,27.31,0,0,4,0,30,0,1,24,8,3.7,6,0,0,0,2,0
GRANT,2013,Royal City Police Department,2190,105,47.95,20,9.13,0,0,0,19,0,1,0,0,75,34.25,1,0,13,0,31,0,2,28,10,4.57,6,0,0,0,4,0
GRANT,2014,Royal City Police Department,2210,73,33.03,22,9.95,0,0,1,21,0,0,0,0,47,21.27,0,0,4,0,10,0,3,30,4,1.81,3,0,0,0,1,0
GRANT,2015,Royal City Police Department,2235,77,34.45,11,4.92,1,0,1,9,0,0,0,0,60,26.85,2,0,13,0,19,0,0,26,6,2.68,3,0,0,0,3,0
GRANT,2016,Royal City Police Department,2240,58,25.89,12,5.36,0,0,1,11,0,0,0,0,43,19.2,0,0,6,0,13,0,0,24,3,1.34,3,0,0,0,0,0
GRANT,2017,Royal City Police Department,2245,54,24.05,8,3.56,0,0,0,8,0,0,0,0,43,19.15,0,0,10,0,10,0,0,23,3,1.34,0,0,0,0,3,0
GRANT,2018,Royal City Police Department,2275,69,30.33,10,4.4,0,0,0,9,0,1,0,0,56,24.62,0,0,2,0,34,0,2,18,3,1.32,2,0,0,0,1,0
GRANT,2019,Royal City Police Department,2295,60,26.14,15,6.54,0,0,1,13,0,1,0,0,37,16.12,0,0,10,1,7,0,0,19,8,3.49,6,0,0,0,1,1
GRANT,2020,Royal City Police Department,2605,59,22.65,20,7.68,0,0,3,14,0,2,0,1,38,14.59,0,0,10,0,4,0,1,23,1,0.38,0,0,0,0,1,0
GRANT,2012,Soap Lake Police Department,1520,99,65.13,33,21.71,0,0,2,28,0,0,0,3,61,40.13,1,0,13,0,3,0,1,43,5,3.29,4,0,0,0,1,0
GRANT,2015,Soap Lake Police Department,1520,87,57.24,37,24.34,0,0,1,33,0,0,0,3,42,27.63,0,0,13,0,9,0,0,20,8,5.26,8,0,0,0,0,0
GRANT,2016,Soap Lake Police Department,1535,158,102.93,63,41.04,0,0,1,54,0,0,0,8,85,55.37,0,0,36,0,7,0,1,41,10,6.51,9,0,1,0,0,0
GRANT,2017,Soap Lake Police Department,1550,143,92.26,85,54.84,0,0,1,59,0,0,0,25,51,32.9,0,0,8,0,8,0,1,34,7,4.52,7,0,0,0,0,0
GRANT,2018,Soap Lake Police Department,1575,121,76.83,70,44.44,0,0,0,45,0,0,0,25,48,30.48,0,0,0,2,10,0,0,36,3,1.9,2,0,0,0,0,1
GRANT,2019,Soap Lake Police Department,1585,122,76.97,29,18.3,0,0,0,24,0,0,0,5,81,51.1,0,0,16,0,13,0,1,51,12,7.57,9,0,0,0,3,0
GRANT,2020,Soap Lake Police Department,1575,124,78.73,28,17.78,0,0,0,18,0,1,0,9,90,57.14,0,0,20,1,25,0,0,44,6,3.81,4,0,0,0,2,0
GRANT,2012,Warden Police Department,2695,148,54.92,20,7.42,0,0,0,17,0,0,0,3,125,46.38,0,0,9,2,82,0,0,32,3,1.11,3,0,0,0,0,0
GRANT,2013,Warden Police Department,2705,139,51.39,14,5.18,0,0,0,12,0,0,0,2,124,45.84,0,0,11,0,41,0,0,72,1,0.37,1,0,0,0,0,0
GRANT,2014,Warden Police Department,2710,126,46.49,24,8.86,0,0,1,20,0,0,0,3,101,37.27,1,0,6,0,45,0,0,49,1,0.37,1,0,0,0,0,0
GRANT,2015,Warden Police Department,2710,135,49.82,17,6.27,0,0,0,17,0,0,0,0,117,43.17,0,0,1,0,48,0,0,68,1,0.37,1,0,0,0,0,0
GRANT,2016,Warden Police Department,2720,98,36.03,20,7.35,0,0,1,12,0,0,0,7,69,25.37,0,0,4,2,28,0,1,34,9,3.31,9,0,0,0,0,0
GRANT,2017,Warden Police Department,2730,136,49.82,33,12.09,0,0,0,23,1,1,0,8,99,36.26,0,0,10,1,23,0,1,64,4,1.47,3,0,0,0,1,0
GRANT,2018,Warden Police Department,2745,168,61.2,37,13.48,0,0,1,27,2,4,0,3,118,42.99,0,0,20,2,25,0,0,71,13,4.74,9,0,0,0,4,0
GRANT,2019,Warden Police Department,2765,106,38.34,26,9.4,0,0,1,25,0,0,0,0,71,25.68,0,0,12,3,18,0,0,38,9,3.25,8,0,0,0,1,0
GRANT,2020,Warden Police Department,2800,109,38.93,33,11.79,0,0,4,21,0,0,0,8,68,24.29,1,0,11,2,16,0,0,38,8,2.86,3,0,0,0,5,0
GRAYS HARBOR,2012,Aberdeen Police Department,16890,2023,119.78,446,26.41,1,0,46,285,4,4,0,106,1153,68.27,2,0,221,31,118,0,19,762,424,25.1,358,0,3,23,40,0
GRAYS HARBOR,2013,Aberdeen Police Department,16860,1948,115.54,412,24.44,0,0,52,244,1,5,0,110,1221,72.42,5,0,210,14,138,0,13,841,315,18.68,280,0,3,1,31,0
GRAYS HARBOR,2014,Aberdeen Police Department,16850,2095,124.33,519,30.8,1,0,51,346,2,8,0,111,1238,73.47,3,0,244,18,141,0,21,811,338,20.06,279,0,2,9,48,0
GRAYS HARBOR,2015,Aberdeen Police Department,16780,2056,122.53,530,31.59,1,0,46,361,0,2,0,120,1152,68.65,2,1,261,12,141,0,29,706,374,22.29,300,0,1,5,68,0
GRAYS HARBOR,2016,Aberdeen Police Department,16780,1855,110.55,594,35.4,1,0,72,372,0,4,0,145,969,57.75,5,0,160,25,131,1,19,628,292,17.4,247,0,2,0,43,0
GRAYS HARBOR,2017,Aberdeen Police Department,16740,1874,111.95,583,34.83,0,0,60,395,4,1,0,123,995,59.44,6,0,139,26,122,0,22,680,296,17.68,251,0,1,0,42,2
GRAYS HARBOR,2018,Aberdeen Police Department,16760,1938,115.63,577,34.43,0,0,46,400,1,3,0,127,1066,63.6,3,0,166,23,114,1,16,743,295,17.6,266,0,2,0,24,3
GRAYS HARBOR,2019,Aberdeen Police Department,16880,1917,113.57,589,34.89,1,0,58,394,0,7,0,129,951,56.34,6,0,129,29,138,1,14,634,377,22.33,341,0,7,0,29,0
GRAYS HARBOR,2020,Aberdeen Police Department,16890,1857,109.95,488,28.89,0,0,38,356,0,4,0,90,1018,60.27,6,1,129,39,131,1,8,703,351,20.78,284,0,4,16,46,1
GRAYS HARBOR,2012,COUNTY TOTAL,58750,3589,61.1,806,13.7,2,0,91,535,4,6,0,168,2164,36.8,8,0,436,43,314,0,28,1335,619,10.5,527,0,5,23,64,0
GRAYS HARBOR,2013,COUNTY TOTAL,73200,4728,64.6,1139,15.6,1,0,129,739,2,6,0,262,3046,41.6,9,1,670,21,484,1,21,1839,543,7.4,478,0,6,1,58,0
GRAYS HARBOR,2014,COUNTY TOTAL,71640,4534,63.3,1299,18.1,1,0,136,895,3,9,0,255,2692,37.6,9,0,552,34,421,1,33,1642,543,7.6,442,0,5,9,87,0
GRAYS HARBOR,2015,COUNTY TOTAL,71430,4939,69.1,1496,20.9,1,0,122,1020,0,8,0,345,2800,39.2,6,1,604,29,492,0,38,1630,643,9,514,0,5,5,119,0
GRAYS HARBOR,2016,COUNTY TOTAL,71135,4440,62.4,1421,20,3,0,157,917,0,6,0,338,2483,34.9,16,0,418,39,457,2,24,1527,536,7.5,436,0,16,1,83,0
GRAYS HARBOR,2017,COUNTY TOTAL,71481,4868,68.1,1464,20.5,3,0,153,989,6,4,0,309,2811,39.3,12,0,555,47,536,0,35,1626,593,8.3,480,0,14,2,86,11
GRAYS HARBOR,2018,COUNTY TOTAL,71850,4616,64.2,1437,20,1,0,118,982,2,9,0,325,2546,35.4,10,0,457,35,427,1,22,1594,633,8.8,524,0,15,0,80,14
GRAYS HARBOR,2019,COUNTY TOTAL,72373,4012,55.4,1298,17.9,2,0,127,878,1,9,0,281,1950,26.9,11,0,299,42,406,2,17,1173,764,10.6,663,0,13,0,83,5
GRAYS HARBOR,2020,COUNTY TOTAL,72905,4273,58.6,1338,18.4,2,0,104,929,1,7,0,295,2202,30.2,14,1,318,47,448,2,13,1359,733,10.1,588,0,13,17,112,3
