County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate
"McDonough County, IL",2019,"13,448     ","12,852     ",596     ,4.4     
"McHenry County, IL",2019,"171,810     ","165,911     ","5,899     ",3.4     
"McLean County, IL",2019,"88,203     ","85,039     ","3,164     ",3.6     
"Macon County, IL",2019,"48,744     ","46,300     ","2,444     ",5.0     
"Macoupin County, IL",2019,"23,057     ","22,117     ",940     ,4.1     
"Madison County, IL",2019,"135,030     ","129,990     ","5,040     ",3.7     
"Marion County, IL",2019,"17,706     ","16,958     ",748     ,4.2     
"Marshall County, IL",2019,"5,346     ","5,101     ",245     ,4.6     
"Mason County, IL",2019,"6,296     ","5,976     ",320     ,5.1     
"Massac County, IL",2019,"5,610     ","5,311     ",299     ,5.3     
"Menard County, IL",2019,"6,410     ","6,174     ",236     ,3.7     
"Mercer County, IL",2019,"8,068     ","7,681     ",387     ,4.8     
"Monroe County, IL",2019,"19,180     ","18,619     ",561     ,2.9     
"Montgomery County, IL",2019,"11,769     ","11,184     ",585     ,5.0     
"Morgan County, IL",2019,"16,515     ","15,882     ",633     ,3.8     
"Moultrie County, IL",2019,"7,618     ","7,376     ",242     ,3.2     
"Ogle County, IL",2019,"25,002     ","23,845     ","1,157     ",4.6     
"Peoria County, IL",2019,"85,172     ","81,021     ","4,151     ",4.9     
"Perry County, IL",2019,"8,341     ","7,931     ",410     ,4.9     
"Piatt County, IL",2019,"8,619     ","8,320     ",299     ,3.5     
"Pike County, IL",2019,"7,054     ","6,762     ",292     ,4.1     
"Pope County, IL",2019,"1,685     ","1,596     ",89     ,5.3     
"Pulaski County, IL",2019,"1,953     ","1,829     ",124     ,6.3     
"Putnam County, IL",2019,"3,041     ","2,893     ",148     ,4.9     
"Randolph County, IL",2019,"14,340     ","13,841     ",499     ,3.5     
"Richland County, IL",2019,"7,257     ","6,974     ",283     ,3.9     
"Rock Island County, IL",2019,"70,995     ","67,620     ","3,375     ",4.8     
"St. Clair County, IL",2019,"127,373     ","121,998     ","5,375     ",4.2     
"Saline County, IL",2019,"9,661     ","9,173     ",488     ,5.1     
"Sangamon County, IL",2019,"99,908     ","96,007     ","3,901     ",3.9     
"Schuyler County, IL",2019,"3,265     ","3,136     ",129     ,4.0     
"Scott County, IL",2019,"2,512     ","2,398     ",114     ,4.5     
"Shelby County, IL",2019,"10,646     ","10,250     ",396     ,3.7     
"Stark County, IL",2019,"2,527     ","2,388     ",139     ,5.5     
"Stephenson County, IL",2019,"21,819     ","20,911     ",908     ,4.2     
"Tazewell County, IL",2019,"64,246     ","61,545     ","2,701     ",4.2     
"Union County, IL",2019,"7,465     ","7,062     ",403     ,5.4     
"Vermilion County, IL",2019,"33,145     ","31,518     ","1,627     ",4.9     
"Wabash County, IL",2019,"5,854     ","5,619     ",235     ,4.0     
"Warren County, IL",2019,"8,515     ","8,184     ",331     ,3.9     
"Washington County, IL",2019,"10,023     ","9,778     ",245     ,2.4     
"Wayne County, IL",2019,"7,002     ","6,683     ",319     ,4.6     
"White County, IL",2019,"6,627     ","6,381     ",246     ,3.7     
"Whiteside County, IL",2019,"28,759     ","27,593     ","1,166     ",4.1     
"Will County, IL",2019,"370,932     ","356,223     ","14,709     ",4.0     
"Williamson County, IL",2019,"32,203     ","30,886     ","1,317     ",4.1     
"Winnebago County, IL",2019,"139,696     ","132,166     ","7,530     ",5.4     
"Woodford County, IL",2019,"18,967     ","18,294     ",673     ,3.5     
"Adams County, IN",2019,"17,396     ","16,929     ",467     ,2.7     
"Allen County, IN",2019,"187,735     ","181,889     ","5,846     ",3.1     
"Bartholomew County, IN",2019,"45,228     ","44,108     ","1,120     ",2.5     
"Benton County, IN",2019,"4,539     ","4,396     ",143     ,3.2     
"Blackford County, IN",2019,"5,013     ","4,820     ",193     ,3.8     
"Boone County, IN",2019,"36,757     ","35,861     ",896     ,2.4     
"Brown County, IN",2019,"7,646     ","7,418     ",228     ,3.0     
"Carroll County, IN",2019,"10,131     ","9,826     ",305     ,3.0     
"Cass County, IN",2019,"18,089     ","17,470     ",619     ,3.4     
"Clark County, IN",2019,"62,520     ","60,480     ","2,040     ",3.3     
"Clay County, IN",2019,"11,822     ","11,394     ",428     ,3.6     
"Clinton County, IN",2019,"17,276     ","16,818     ",458     ,2.7     
"Crawford County, IN",2019,"4,888     ","4,690     ",198     ,4.1     
"Daviess County, IN",2019,"16,818     ","16,385     ",433     ,2.6     
"Dearborn County, IN",2019,"25,962     ","25,055     ",907     ,3.5     
"Decatur County, IN",2019,"15,517     ","15,089     ",428     ,2.8     
"DeKalb County, IN",2019,"22,746     ","22,111     ",635     ,2.8     
"Delaware County, IN",2019,"53,692     ","51,643     ","2,049     ",3.8     
"Dubois County, IN",2019,"23,253     ","22,705     ",548     ,2.4     
"Elkhart County, IN",2019,"112,981     ","109,538     ","3,443     ",3.0     
"Fayette County, IN",2019,"8,798     ","8,388     ",410     ,4.7     
"Floyd County, IN",2019,"42,282     ","40,974     ","1,308     ",3.1     
"Fountain County, IN",2019,"8,054     ","7,776     ",278     ,3.5     
"Franklin County, IN",2019,"11,517     ","11,128     ",389     ,3.4     
"Fulton County, IN",2019,"9,924     ","9,615     ",309     ,3.1     
"Gibson County, IN",2019,"19,629     ","19,140     ",489     ,2.5     
"Grant County, IN",2019,"31,933     ","30,769     ","1,164     ",3.6     
"Greene County, IN",2019,"13,700     ","13,140     ",560     ,4.1     
"Hamilton County, IN",2019,"188,283     ","183,590     ","4,693     ",2.5     
"Hancock County, IN",2019,"41,243     ","40,094     ","1,149     ",2.8     
"Harrison County, IN",2019,"20,510     ","19,861     ",649     ,3.2     
"Hendricks County, IN",2019,"91,794     ","89,345     ","2,449     ",2.7     
"Henry County, IN",2019,"22,252     ","21,534     ",718     ,3.2     
"Howard County, IN",2019,"36,596     ","35,132     ","1,464     ",4.0     
"Huntington County, IN",2019,"18,352     ","17,759     ",593     ,3.2     
"Jackson County, IN",2019,"23,020     ","22,418     ",602     ,2.6     
"Jasper County, IN",2019,"16,281     ","15,683     ",598     ,3.7     
"Jay County, IN",2019,"9,456     ","9,176     ",280     ,3.0     
"Jefferson County, IN",2019,"15,158     ","14,654     ",504     ,3.3     
"Jennings County, IN",2019,"13,655     ","13,216     ",439     ,3.2     
"Johnson County, IN",2019,"84,055     ","81,817     ","2,238     ",2.7     
"Knox County, IN",2019,"18,577     ","18,019     ",558     ,3.0     
"Kosciusko County, IN",2019,"42,670     ","41,496     ","1,174     ",2.8     
"LaGrange County, IN",2019,"20,097     ","19,544     ",553     ,2.8     
"Lake County, IN",2019,"229,282     ","218,059     ","11,223     ",4.9     
"LaPorte County, IN",2019,"47,621     ","45,604     ","2,017     ",4.2     
"Lawrence County, IN",2019,"21,191     ","20,437     ",754     ,3.6     
"Madison County, IN",2019,"59,166     ","57,004     ","2,162     ",3.7     
"Marion County, IN",2019,"495,927     ","479,869     ","16,058     ",3.2     
"Marshall County, IN",2019,"23,375     ","22,662     ",713     ,3.1     
"Martin County, IN",2019,"5,399     ","5,259     ",140     ,2.6     
"Miami County, IN",2019,"15,361     ","14,764     ",597     ,3.9     
"Monroe County, IN",2019,"70,605     ","68,277     ","2,328     ",3.3     
"Montgomery County, IN",2019,"18,912     ","18,344     ",568     ,3.0     
"Morgan County, IN",2019,"36,563     ","35,452     ","1,111     ",3.0     
"Newton County, IN",2019,"6,919     ","6,635     ",284     ,4.1     
"Noble County, IN",2019,"23,801     ","23,075     ",726     ,3.1     
"Ohio County, IN",2019,"3,228     ","3,117     ",111     ,3.4     
"Orange County, IN",2019,"8,698     ","8,404     ",294     ,3.4     
"Owen County, IN",2019,"9,334     ","8,965     ",369     ,4.0     
"Parke County, IN",2019,"7,054     ","6,789     ",265     ,3.8     
"Perry County, IN",2019,"9,279     ","8,976     ",303     ,3.3     
"Pike County, IN",2019,"6,144     ","5,944     ",200     ,3.3     
"Porter County, IN",2019,"86,580     ","83,354     ","3,226     ",3.7     
"Posey County, IN",2019,"13,516     ","13,149     ",367     ,2.7     
"Pulaski County, IN",2019,"6,566     ","6,369     ",197     ,3.0     
"Putnam County, IN",2019,"16,706     ","16,136     ",570     ,3.4     
"Randolph County, IN",2019,"11,351     ","10,935     ",416     ,3.7     
"Ripley County, IN",2019,"14,384     ","13,926     ",458     ,3.2     
"Rush County, IN",2019,"9,052     ","8,814     ",238     ,2.6     
"St. Joseph County, IN",2019,"138,514     ","133,631     ","4,883     ",3.5     
"Scott County, IN",2019,"10,622     ","10,247     ",375     ,3.5     
"Shelby County, IN",2019,"23,246     ","22,580     ",666     ,2.9     
"Spencer County, IN",2019,"10,890     ","10,556     ",334     ,3.1     
"Starke County, IN",2019,"9,939     ","9,513     ",426     ,4.3     
"Steuben County, IN",2019,"20,758     ","20,210     ",548     ,2.6     
"Sullivan County, IN",2019,"8,209     ","7,856     ",353     ,4.3     
"Switzerland County, IN",2019,"5,043     ","4,877     ",166     ,3.3     
"Tippecanoe County, IN",2019,"98,284     ","95,360     ","2,924     ",3.0     
"Tipton County, IN",2019,"9,363     ","9,114     ",249     ,2.7     
"Union County, IN",2019,"3,595     ","3,480     ",115     ,3.2     
"Vanderburgh County, IN",2019,"94,428     ","91,550     ","2,878     ",3.0     
"Vermillion County, IN",2019,"6,863     ","6,502     ",361     ,5.3     
"Vigo County, IN",2019,"46,991     ","44,941     ","2,050     ",4.4     
"Wabash County, IN",2019,"15,072     ","14,611     ",461     ,3.1     
"Warren County, IN",2019,"4,212     ","4,088     ",124     ,2.9     
"Warrick County, IN",2019,"33,159     ","32,206     ",953     ,2.9     
"Washington County, IN",2019,"13,843     ","13,393     ",450     ,3.3     
"Wayne County, IN",2019,"31,044     ","29,957     ","1,087     ",3.5     
"Wells County, IN",2019,"14,488     ","14,099     ",389     ,2.7     
"White County, IN",2019,"13,615     ","13,254     ",361     ,2.7     
"Whitley County, IN",2019,"17,733     ","17,211     ",522     ,2.9     
"Adair County, IA",2019,"4,347     ","4,250     ",97     ,2.2     
"Adams County, IA",2019,"2,221     ","2,184     ",37     ,1.7     
"Allamakee County, IA",2019,"7,520     ","7,269     ",251     ,3.3     
"Appanoose County, IA",2019,"6,075     ","5,869     ",206     ,3.4     
"Audubon County, IA",2019,"3,177     ","3,102     ",75     ,2.4     
"Benton County, IA",2019,"13,802     ","13,415     ",387     ,2.8     
"Black Hawk County, IA",2019,"70,771     ","68,621     ","2,150     ",3.0     
"Boone County, IA",2019,"15,235     ","14,892     ",343     ,2.3     
"Bremer County, IA",2019,"14,395     ","14,082     ",313     ,2.2     
"Buchanan County, IA",2019,"11,617     ","11,315     ",302     ,2.6     
"Buena Vista County, IA",2019,"11,945     ","11,707     ",238     ,2.0     
"Butler County, IA",2019,"8,055     ","7,811     ",244     ,3.0     
"Calhoun County, IA",2019,"4,337     ","4,232     ",105     ,2.4     
"Carroll County, IA",2019,"11,162     ","10,957     ",205     ,1.8     
"Cass County, IA",2019,"7,053     ","6,864     ",189     ,2.7     
"Cedar County, IA",2019,"11,049     ","10,789     ",260     ,2.4     
"Cerro Gordo County, IA",2019,"24,055     ","23,430     ",625     ,2.6     
"Cherokee County, IA",2019,"6,275     ","6,126     ",149     ,2.4     
"Chickasaw County, IA",2019,"6,612     ","6,432     ",180     ,2.7     
"Clarke County, IA",2019,"4,984     ","4,847     ",137     ,2.7     
"Clay County, IA",2019,"8,667     ","8,440     ",227     ,2.6     
"Clayton County, IA",2019,"10,349     ","9,991     ",358     ,3.5     
"Clinton County, IA",2019,"23,270     ","22,448     ",822     ,3.5     
"Crawford County, IA",2019,"8,293     ","8,014     ",279     ,3.4     
"Dallas County, IA",2019,"52,144     ","51,183     ",961     ,1.8     
"Davis County, IA",2019,"4,304     ","4,188     ",116     ,2.7     
"Decatur County, IA",2019,"4,457     ","4,363     ",94     ,2.1     
"Delaware County, IA",2019,"10,806     ","10,566     ",240     ,2.2     
"Des Moines County, IA",2019,"19,722     ","18,985     ",737     ,3.7     
"Dickinson County, IA",2019,"10,266     ","9,984     ",282     ,2.7     
"Dubuque County, IA",2019,"57,275     ","55,840     ","1,435     ",2.5     
"Emmet County, IA",2019,"5,363     ","5,232     ",131     ,2.4     
"Fayette County, IA",2019,"10,805     ","10,439     ",366     ,3.4     
"Floyd County, IA",2019,"9,001     ","8,699     ",302     ,3.4     
"Franklin County, IA",2019,"5,819     ","5,689     ",130     ,2.2     
"Fremont County, IA",2019,"3,786     ","3,688     ",98     ,2.6     
"Greene County, IA",2019,"5,526     ","5,400     ",126     ,2.3     
"Grundy County, IA",2019,"6,685     ","6,511     ",174     ,2.6     
"Guthrie County, IA",2019,"5,690     ","5,527     ",163     ,2.9     
"Hamilton County, IA",2019,"7,043     ","6,854     ",189     ,2.7     
"Hancock County, IA",2019,"6,018     ","5,881     ",137     ,2.3     
"Hardin County, IA",2019,"8,273     ","8,023     ",250     ,3.0     
"Harrison County, IA",2019,"7,434     ","7,259     ",175     ,2.4     
"Henry County, IA",2019,"10,004     ","9,753     ",251     ,2.5     
"Howard County, IA",2019,"5,270     ","5,129     ",141     ,2.7     
"Humboldt County, IA",2019,"5,225     ","5,093     ",132     ,2.5     
"Ida County, IA",2019,"4,211     ","4,132     ",79     ,1.9     
"Iowa County, IA",2019,"10,745     ","10,519     ",226     ,2.1     
"Jackson County, IA",2019,"11,226     ","10,890     ",336     ,3.0     
"Jasper County, IA",2019,"20,171     ","19,607     ",564     ,2.8     
"Jefferson County, IA",2019,"10,249     ","10,011     ",238     ,2.3     
"Johnson County, IA",2019,"88,580     ","86,888     ","1,692     ",1.9     
"Jones County, IA",2019,"10,890     ","10,561     ",329     ,3.0     
"Keokuk County, IA",2019,"5,349     ","5,184     ",165     ,3.1     
"Kossuth County, IA",2019,"8,608     ","8,427     ",181     ,2.1     
"Lee County, IA",2019,"16,412     ","15,801     ",611     ,3.7     
"Linn County, IA",2019,"125,168     ","121,717     ","3,451     ",2.8     
"Louisa County, IA",2019,"6,167     ","5,988     ",179     ,2.9     
"Lucas County, IA",2019,"4,742     ","4,650     ",92     ,1.9     
"Lyon County, IA",2019,"7,205     ","7,092     ",113     ,1.6     
"Madison County, IA",2019,"8,762     ","8,457     ",305     ,3.5     
"Mahaska County, IA",2019,"12,121     ","11,831     ",290     ,2.4     
"Marion County, IA",2019,"18,725     ","18,346     ",379     ,2.0     
"Marshall County, IA",2019,"18,274     ","17,491     ",783     ,4.3     
"Mills County, IA",2019,"7,525     ","7,358     ",167     ,2.2     
"Mitchell County, IA",2019,"6,888     ","6,775     ",113     ,1.6     
"Monona County, IA",2019,"4,531     ","4,404     ",127     ,2.8     
"Monroe County, IA",2019,"4,100     ","3,982     ",118     ,2.9     
"Montgomery County, IA",2019,"5,091     ","4,963     ",128     ,2.5     
"Muscatine County, IA",2019,"22,273     ","21,667     ",606     ,2.7     
"O'Brien County, IA",2019,"8,415     ","8,243     ",172     ,2.0     
"Osceola County, IA",2019,"3,598     ","3,532     ",66     ,1.8     
"Page County, IA",2019,"6,507     ","6,350     ",157     ,2.4     
"Palo Alto County, IA",2019,"4,895     ","4,792     ",103     ,2.1     
"Plymouth County, IA",2019,"15,141     ","14,819     ",322     ,2.1     
"Pocahontas County, IA",2019,"4,589     ","4,506     ",83     ,1.8     
"Polk County, IA",2019,"274,940     ","267,525     ","7,415     ",2.7     
"Pottawattamie County, IA",2019,"49,077     ","47,929     ","1,148     ",2.3     
"Poweshiek County, IA",2019,"10,566     ","10,301     ",265     ,2.5     
"Ringgold County, IA",2019,"2,508     ","2,439     ",69     ,2.8     
"Sac County, IA",2019,"5,406     ","5,285     ",121     ,2.2     
"Scott County, IA",2019,"91,161     ","88,287     ","2,874     ",3.2     
"Shelby County, IA",2019,"6,802     ","6,665     ",137     ,2.0     
"Sioux County, IA",2019,"21,517     ","21,134     ",383     ,1.8     
"Story County, IA",2019,"59,442     ","58,409     ","1,033     ",1.7     
"Tama County, IA",2019,"9,692     ","9,407     ",285     ,2.9     
"Taylor County, IA",2019,"3,250     ","3,192     ",58     ,1.8     
"Union County, IA",2019,"6,413     ","6,217     ",196     ,3.1     
"Van Buren County, IA",2019,"3,740     ","3,644     ",96     ,2.6     
"Wapello County, IA",2019,"18,098     ","17,469     ",629     ,3.5     
"Warren County, IA",2019,"28,982     ","28,284     ",698     ,2.4     
"Washington County, IA",2019,"12,240     ","11,952     ",288     ,2.4     
"Wayne County, IA",2019,"2,875     ","2,803     ",72     ,2.5     
"Webster County, IA",2019,"19,813     ","19,228     ",585     ,3.0     
"Winnebago County, IA",2019,"5,220     ","5,083     ",137     ,2.6     
"Winneshiek County, IA",2019,"12,155     ","11,824     ",331     ,2.7     
"Woodbury County, IA",2019,"57,005     ","55,538     ","1,467     ",2.6     
"Worth County, IA",2019,"4,276     ","4,162     ",114     ,2.7     
"Wright County, IA",2019,"7,107     ","6,934     ",173     ,2.4     
"Allen County, KS",2019,"6,486     ","6,260     ",226     ,3.5     
"Anderson County, KS",2019,"4,206     ","4,070     ",136     ,3.2     
"Atchison County, KS",2019,"7,035     ","6,676     ",359     ,5.1     
"Barber County, KS",2019,"2,330     ","2,273     ",57     ,2.4     
"Barton County, KS",2019,"13,707     ","13,288     ",419     ,3.1     
"Bourbon County, KS",2019,"6,740     ","6,458     ",282     ,4.2     
"Brown County, KS",2019,"5,384     ","5,217     ",167     ,3.1     
"Butler County, KS",2019,"32,755     ","31,713     ","1,042     ",3.2     
"Chase County, KS",2019,"1,544     ","1,502     ",42     ,2.7     
"Chautauqua County, KS",2019,"1,442     ","1,388     ",54     ,3.7     
"Cherokee County, KS",2019,"10,188     ","9,842     ",346     ,3.4     
"Cheyenne County, KS",2019,"1,313     ","1,282     ",31     ,2.4     
"Clark County, KS",2019,"1,074     ","1,049     ",25     ,2.3     
"Clay County, KS",2019,"3,800     ","3,681     ",119     ,3.1     
"Cloud County, KS",2019,"3,808     ","3,686     ",122     ,3.2     
"Coffey County, KS",2019,"4,020     ","3,842     ",178     ,4.4     
"Comanche County, KS",2019,872     ,850     ,22     ,2.5     
"Cowley County, KS",2019,"16,410     ","15,868     ",542     ,3.3     
"Crawford County, KS",2019,"18,912     ","18,190     ",722     ,3.8     
"Decatur County, KS",2019,"1,243     ","1,206     ",37     ,3.0     
"Dickinson County, KS",2019,"8,915     ","8,605     ",310     ,3.5     
"Doniphan County, KS",2019,"4,163     ","4,026     ",137     ,3.3     
"Douglas County, KS",2019,"65,782     ","63,872     ","1,910     ",2.9     
"Edwards County, KS",2019,"1,471     ","1,434     ",37     ,2.5     
"Elk County, KS",2019,"1,160     ","1,117     ",43     ,3.7     
"Ellis County, KS",2019,"17,121     ","16,737     ",384     ,2.2     
"Ellsworth County, KS",2019,"2,756     ","2,680     ",76     ,2.8     
"Finney County, KS",2019,"20,693     ","20,218     ",475     ,2.3     
"Ford County, KS",2019,"17,200     ","16,778     ",422     ,2.5     
"Franklin County, KS",2019,"14,118     ","13,659     ",459     ,3.3     
"Geary County, KS",2019,"11,361     ","10,877     ",484     ,4.3     
"Gove County, KS",2019,"1,485     ","1,454     ",31     ,2.1     
"Graham County, KS",2019,"1,119     ","1,085     ",34     ,3.0     
"Grant County, KS",2019,"3,221     ","3,131     ",90     ,2.8     
"Gray County, KS",2019,"3,251     ","3,187     ",64     ,2.0     
"Greeley County, KS",2019,816     ,798     ,18     ,2.2     
"Greenwood County, KS",2019,"3,246     ","3,145     ",101     ,3.1     
"Hamilton County, KS",2019,"1,602     ","1,573     ",29     ,1.8     
"Harper County, KS",2019,"2,872     ","2,800     ",72     ,2.5     
"Harvey County, KS",2019,"17,202     ","16,709     ",493     ,2.9     
"Haskell County, KS",2019,"2,230     ","2,180     ",50     ,2.2     
"Hodgeman County, KS",2019,994     ,970     ,24     ,2.4     
"Jackson County, KS",2019,"7,168     ","6,963     ",205     ,2.9     
"Jefferson County, KS",2019,"10,220     ","9,912     ",308     ,3.0     
"Jewell County, KS",2019,"1,307     ","1,271     ",36     ,2.8     
"Johnson County, KS",2019,"341,751     ","332,426     ","9,325     ",2.7     
"Kearny County, KS",2019,"2,045     ","1,998     ",47     ,2.3     
"Kingman County, KS",2019,"3,383     ","3,276     ",107     ,3.2     
"Kiowa County, KS",2019,"1,292     ","1,263     ",29     ,2.2     
"Labette County, KS",2019,"10,087     ","9,692     ",395     ,3.9     
"Lane County, KS",2019,776     ,756     ,20     ,2.6     
"Leavenworth County, KS",2019,"36,678     ","35,433     ","1,245     ",3.4     
"Lincoln County, KS",2019,"1,676     ","1,638     ",38     ,2.3     
"Linn County, KS",2019,"4,425     ","4,162     ",263     ,5.9     
"Logan County, KS",2019,"1,629     ","1,596     ",33     ,2.0     
"Lyon County, KS",2019,"16,797     ","16,235     ",562     ,3.3     
"McPherson County, KS",2019,"17,289     ","16,909     ",380     ,2.2     
"Marion County, KS",2019,"6,057     ","5,881     ",176     ,2.9     
"Marshall County, KS",2019,"5,523     ","5,368     ",155     ,2.8     
"Meade County, KS",2019,"2,160     ","2,111     ",49     ,2.3     
"Miami County, KS",2019,"17,772     ","17,193     ",579     ,3.3     
"Mitchell County, KS",2019,"3,383     ","3,305     ",78     ,2.3     
"Montgomery County, KS",2019,"14,884     ","14,285     ",599     ,4.0     
"Morris County, KS",2019,"3,004     ","2,923     ",81     ,2.7     
"Morton County, KS",2019,"1,140     ","1,107     ",33     ,2.9     
"Nemaha County, KS",2019,"5,393     ","5,247     ",146     ,2.7     
"Neosho County, KS",2019,"6,150     ","5,870     ",280     ,4.6     
"Ness County, KS",2019,"1,340     ","1,307     ",33     ,2.5     
"Norton County, KS",2019,"2,702     ","2,644     ",58     ,2.1     
"Osage County, KS",2019,"8,044     ","7,761     ",283     ,3.5     
"Osborne County, KS",2019,"2,042     ","2,002     ",40     ,2.0     
"Ottawa County, KS",2019,"3,024     ","2,943     ",81     ,2.7     
"Pawnee County, KS",2019,"2,860     ","2,780     ",80     ,2.8     
"Phillips County, KS",2019,"2,654     ","2,586     ",68     ,2.6     
"Pottawatomie County, KS",2019,"12,455     ","12,107     ",348     ,2.8     
"Pratt County, KS",2019,"4,928     ","4,805     ",123     ,2.5     
"Rawlins County, KS",2019,"1,500     ","1,467     ",33     ,2.2     
"Reno County, KS",2019,"29,865     ","28,922     ",943     ,3.2     
"Republic County, KS",2019,"2,287     ","2,230     ",57     ,2.5     
"Rice County, KS",2019,"5,260     ","5,117     ",143     ,2.7     
"Riley County, KS",2019,"35,258     ","34,271     ",987     ,2.8     
"Rooks County, KS",2019,"2,542     ","2,454     ",88     ,3.5     
"Rush County, KS",2019,"1,637     ","1,592     ",45     ,2.7     
"Russell County, KS",2019,"3,317     ","3,222     ",95     ,2.9     
"Saline County, KS",2019,"30,387     ","29,492     ",895     ,2.9     
"Scott County, KS",2019,"2,833     ","2,780     ",53     ,1.9     
"Sedgwick County, KS",2019,"253,832     ","245,173     ","8,659     ",3.4     
"Seward County, KS",2019,"9,580     ","9,289     ",291     ,3.0     
"Shawnee County, KS",2019,"90,849     ","87,860     ","2,989     ",3.3     
"Sheridan County, KS",2019,"1,418     ","1,387     ",31     ,2.2     
"Sherman County, KS",2019,"2,874     ","2,797     ",77     ,2.7     
"Smith County, KS",2019,"1,993     ","1,944     ",49     ,2.5     
"Stafford County, KS",2019,"2,005     ","1,952     ",53     ,2.6     
"Stanton County, KS",2019,995     ,970     ,25     ,2.5     
"Stevens County, KS",2019,"2,588     ","2,522     ",66     ,2.6     
"Sumner County, KS",2019,"10,897     ","10,533     ",364     ,3.3     
"Thomas County, KS",2019,"4,331     ","4,235     ",96     ,2.2     
"Trego County, KS",2019,"1,416     ","1,377     ",39     ,2.8     
"Wabaunsee County, KS",2019,"3,696     ","3,579     ",117     ,3.2     
"Wallace County, KS",2019,820     ,799     ,21     ,2.6     
"Washington County, KS",2019,"2,942     ","2,865     ",77     ,2.6     
"Wichita County, KS",2019,"1,385     ","1,359     ",26     ,1.9     
"Wilson County, KS",2019,"3,954     ","3,801     ",153     ,3.9     
"Woodson County, KS",2019,"1,625     ","1,558     ",67     ,4.1     
"Wyandotte County, KS",2019,"77,351     ","74,027     ","3,324     ",4.3     
"Adair County, KY",2019,"7,144     ","6,782     ",362     ,5.1     
"Allen County, KY",2019,"9,084     ","8,725     ",359     ,4.0     
"Anderson County, KY",2019,"12,030     ","11,605     ",425     ,3.5     
"Ballard County, KY",2019,"3,478     ","3,289     ",189     ,5.4     
"Barren County, KY",2019,"18,832     ","18,028     ",804     ,4.3     
"Bath County, KY",2019,"4,652     ","4,379     ",273     ,5.9     
"Bell County, KY",2019,"8,400     ","7,891     ",509     ,6.1     
"Boone County, KY",2019,"72,415     ","70,102     ","2,313     ",3.2     
"Bourbon County, KY",2019,"9,633     ","9,283     ",350     ,3.6     
"Boyd County, KY",2019,"17,823     ","16,869     ",954     ,5.4     
"Boyle County, KY",2019,"12,659     ","12,103     ",556     ,4.4     
"Bracken County, KY",2019,"3,867     ","3,689     ",178     ,4.6     
"Breathitt County, KY",2019,"3,469     ","3,223     ",246     ,7.1     
"Breckinridge County, KY",2019,"7,941     ","7,539     ",402     ,5.1     
"Bullitt County, KY",2019,"43,282     ","41,592     ","1,690     ",3.9     
"Butler County, KY",2019,"5,142     ","4,906     ",236     ,4.6     
"Caldwell County, KY",2019,"5,478     ","5,220     ",258     ,4.7     
"Calloway County, KY",2019,"18,726     ","17,999     ",727     ,3.9     
"Campbell County, KY",2019,"51,272     ","49,586     ","1,686     ",3.3     
"Carlisle County, KY",2019,"2,239     ","2,150     ",89     ,4.0     
"Carroll County, KY",2019,"5,334     ","5,135     ",199     ,3.7     
"Carter County, KY",2019,"9,724     ","8,957     ",767     ,7.9     
"Casey County, KY",2019,"6,737     ","6,468     ",269     ,4.0     
"Christian County, KY",2019,"24,489     ","23,180     ","1,309     ",5.3     
"Clark County, KY",2019,"17,277     ","16,636     ",641     ,3.7     
"Clay County, KY",2019,"5,170     ","4,827     ",343     ,6.6     
"Clinton County, KY",2019,"3,987     ","3,780     ",207     ,5.2     
"Crittenden County, KY",2019,"3,776     ","3,601     ",175     ,4.6     
"Cumberland County, KY",2019,"3,223     ","3,096     ",127     ,3.9     
"Daviess County, KY",2019,"47,218     ","45,476     ","1,742     ",3.7     
"Edmonson County, KY",2019,"4,760     ","4,534     ",226     ,4.7     
"Elliott County, KY",2019,"2,026     ","1,868     ",158     ,7.8     
"Estill County, KY",2019,"5,372     ","5,119     ",253     ,4.7     
"Fayette County, KY",2019,"175,752     ","170,248     ","5,504     ",3.1     
"Fleming County, KY",2019,"6,222     ","5,902     ",320     ,5.1     
"Floyd County, KY",2019,"11,087     ","10,417     ",670     ,6.0     
"Franklin County, KY",2019,"25,198     ","24,306     ",892     ,3.5     
"Fulton County, KY",2019,"2,035     ","1,925     ",110     ,5.4     
"Gallatin County, KY",2019,"4,122     ","3,966     ",156     ,3.8     
"Garrard County, KY",2019,"7,720     ","7,381     ",339     ,4.4     
"Grant County, KY",2019,"11,755     ","11,295     ",460     ,3.9     
"Graves County, KY",2019,"15,816     ","15,130     ",686     ,4.3     
"Grayson County, KY",2019,"10,998     ","10,473     ",525     ,4.8     
"Green County, KY",2019,"5,132     ","4,921     ",211     ,4.1     
"Greenup County, KY",2019,"13,475     ","12,638     ",837     ,6.2     
"Hancock County, KY",2019,"3,934     ","3,789     ",145     ,3.7     
"Hardin County, KY",2019,"49,238     ","47,315     ","1,923     ",3.9     
"Harlan County, KY",2019,"6,727     ","6,124     ",603     ,9.0     
"Harrison County, KY",2019,"8,840     ","8,481     ",359     ,4.1     
"Hart County, KY",2019,"7,937     ","7,578     ",359     ,4.5     
"Henderson County, KY",2019,"21,672     ","20,875     ",797     ,3.7     
"Henry County, KY",2019,"8,267     ","7,980     ",287     ,3.5     
